#    L    TT             EE             BB             TE             PP             TP             EP          
   230   0.555707E+04   0.114077E+01   0.120197E-02   0.303014E+02   0.443713E-07   0.112644E-03   0.105948E-06
   231   0.555083E+04   0.118093E+01   0.120740E-02   0.319372E+02   0.441619E-07   0.111702E-03   0.119239E-06
   232   0.554406E+04   0.122284E+01   0.121287E-02   0.335766E+02   0.439542E-07   0.110767E-03   0.132459E-06
   233   0.553671E+04   0.126672E+01   0.121835E-02   0.352181E+02   0.437480E-07   0.109839E-03   0.145607E-06
   234   0.552861E+04   0.131242E+01   0.122381E-02   0.368625E+02   0.435435E-07   0.108919E-03   0.158685E-06
   235   0.552000E+04   0.136002E+01   0.122923E-02   0.385083E+02   0.433406E-07   0.108006E-03   0.171691E-06
   236   0.551072E+04   0.140952E+01   0.123459E-02   0.401555E+02   0.431392E-07   0.107101E-03   0.184627E-06
   237   0.550085E+04   0.146098E+01   0.123986E-02   0.418026E+02   0.429394E-07   0.106202E-03   0.197492E-06
   238   0.549038E+04   0.151449E+01   0.124502E-02   0.434496E+02   0.427411E-07   0.105311E-03   0.210287E-06
   239   0.547940E+04   0.156988E+01   0.125004E-02   0.450959E+02   0.425443E-07   0.104427E-03   0.223011E-06
   240   0.546767E+04   0.162724E+01   0.125490E-02   0.467391E+02   0.423490E-07   0.103550E-03   0.235665E-06
   241   0.545550E+04   0.168672E+01   0.125958E-02   0.483801E+02   0.421552E-07   0.102679E-03   0.248250E-06
   242   0.544274E+04   0.174816E+01   0.126405E-02   0.500182E+02   0.419628E-07   0.101816E-03   0.260764E-06
   243   0.542938E+04   0.181171E+01   0.126829E-02   0.516517E+02   0.417719E-07   0.100960E-03   0.273208E-06
   244   0.541543E+04   0.187729E+01   0.127227E-02   0.532816E+02   0.415824E-07   0.100110E-03   0.285583E-06
   245   0.540089E+04   0.194499E+01   0.127596E-02   0.549048E+02   0.413942E-07   0.992673E-04   0.297889E-06
   246   0.538583E+04   0.201479E+01   0.127936E-02   0.565228E+02   0.412075E-07   0.984312E-04   0.310125E-06
   247   0.537024E+04   0.208663E+01   0.128242E-02   0.581335E+02   0.410221E-07   0.976018E-04   0.322292E-06
   248   0.535407E+04   0.216087E+01   0.128513E-02   0.597367E+02   0.408380E-07   0.967790E-04   0.334390E-06
   249   0.533744E+04   0.223699E+01   0.128746E-02   0.613319E+02   0.406553E-07   0.959628E-04   0.346419E-06
   250   0.532023E+04   0.231544E+01   0.128939E-02   0.629175E+02   0.404739E-07   0.951531E-04   0.358379E-06
   251   0.530256E+04   0.239592E+01   0.129090E-02   0.644943E+02   0.402938E-07   0.943499E-04   0.370271E-06
   252   0.528423E+04   0.247866E+01   0.129199E-02   0.660608E+02   0.401149E-07   0.935530E-04   0.382095E-06
   253   0.526560E+04   0.256342E+01   0.129268E-02   0.676155E+02   0.399373E-07   0.927625E-04   0.393852E-06
   254   0.524638E+04   0.265051E+01   0.129296E-02   0.691585E+02   0.397610E-07   0.919784E-04   0.405542E-06
   255   0.522664E+04   0.273964E+01   0.129284E-02   0.706897E+02   0.395859E-07   0.912004E-04   0.417167E-06
   256   0.520645E+04   0.283116E+01   0.129235E-02   0.722092E+02   0.394120E-07   0.904286E-04   0.428726E-06
   257   0.518581E+04   0.292465E+01   0.129147E-02   0.737088E+02   0.392394E-07   0.896629E-04   0.440222E-06
   258   0.516466E+04   0.302046E+01   0.129023E-02   0.752011E+02   0.390680E-07   0.889033E-04   0.451653E-06
   259   0.514306E+04   0.311846E+01   0.128862E-02   0.766713E+02   0.388978E-07   0.881497E-04   0.463022E-06
   260   0.512109E+04   0.321865E+01   0.128667E-02   0.781343E+02   0.387288E-07   0.874021E-04   0.474329E-06
   261   0.509860E+04   0.332094E+01   0.128437E-02   0.795678E+02   0.385609E-07   0.866604E-04   0.485574E-06
   262   0.507559E+04   0.342556E+01   0.128174E-02   0.809941E+02   0.383942E-07   0.859245E-04   0.496758E-06
   263   0.505243E+04   0.353230E+01   0.127878E-02   0.824057E+02   0.382287E-07   0.851944E-04   0.507883E-06
   264   0.502867E+04   0.364122E+01   0.127550E-02   0.837953E+02   0.380644E-07   0.844699E-04   0.518948E-06
   265   0.500440E+04   0.375225E+01   0.127191E-02   0.851554E+02   0.379012E-07   0.837512E-04   0.529954E-06
   266   0.497983E+04   0.386562E+01   0.126802E-02   0.865084E+02   0.377391E-07   0.830381E-04   0.540902E-06
   267   0.495474E+04   0.398095E+01   0.126383E-02   0.878320E+02   0.375781E-07   0.823305E-04   0.551794E-06
   268   0.492928E+04   0.409862E+01   0.125936E-02   0.891409E+02   0.374183E-07   0.816285E-04   0.562628E-06
   269   0.490330E+04   0.421833E+01   0.125461E-02   0.904279E+02   0.372595E-07   0.809318E-04   0.573407E-06
   270   0.487710E+04   0.434015E+01   0.124960E-02   0.916929E+02   0.371019E-07   0.802406E-04   0.584131E-06
   271   0.485045E+04   0.446402E+01   0.124432E-02   0.929359E+02   0.369453E-07   0.795547E-04   0.594800E-06
   272   0.482358E+04   0.459022E+01   0.123879E-02   0.941496E+02   0.367898E-07   0.788741E-04   0.605416E-06
   273   0.479627E+04   0.471817E+01   0.123302E-02   0.953487E+02   0.366354E-07   0.781986E-04   0.615979E-06
   274   0.476866E+04   0.484846E+01   0.122701E-02   0.965111E+02   0.364820E-07   0.775284E-04   0.626490E-06
   275   0.474068E+04   0.498057E+01   0.122077E-02   0.976590E+02   0.363296E-07   0.768632E-04   0.636949E-06
   276   0.471247E+04   0.511472E+01   0.121431E-02   0.987701E+02   0.361783E-07   0.762031E-04   0.647357E-06
   277   0.468382E+04   0.525092E+01   0.120764E-02   0.998667E+02   0.360280E-07   0.755480E-04   0.657715E-06
   278   0.465495E+04   0.538909E+01   0.120077E-02   0.100927E+03   0.358787E-07   0.748978E-04   0.668023E-06
   279   0.462579E+04   0.552915E+01   0.119371E-02   0.101957E+03   0.357303E-07   0.742525E-04   0.678283E-06
   280   0.459633E+04   0.567112E+01   0.118646E-02   0.102973E+03   0.355830E-07   0.736120E-04   0.688495E-06
   281   0.456672E+04   0.581505E+01   0.117903E-02   0.103953E+03   0.354367E-07   0.729762E-04   0.698660E-06
   282   0.453666E+04   0.596067E+01   0.117143E-02   0.104903E+03   0.352913E-07   0.723452E-04   0.708778E-06
   283   0.450646E+04   0.610818E+01   0.116367E-02   0.105824E+03   0.351469E-07   0.717188E-04   0.718850E-06
   284   0.447603E+04   0.625752E+01   0.115576E-02   0.106716E+03   0.350034E-07   0.710971E-04   0.728877E-06
   285   0.444539E+04   0.640868E+01   0.114770E-02   0.107578E+03   0.348609E-07   0.704798E-04   0.738859E-06
   286   0.441445E+04   0.656153E+01   0.113951E-02   0.108404E+03   0.347193E-07   0.698671E-04   0.748798E-06
   287   0.438329E+04   0.671605E+01   0.113118E-02   0.109208E+03   0.345786E-07   0.692588E-04   0.758693E-06
   288   0.435198E+04   0.687225E+01   0.112274E-02   0.109975E+03   0.344388E-07   0.686548E-04   0.768546E-06
   289   0.432044E+04   0.703006E+01   0.111419E-02   0.110713E+03   0.342999E-07   0.680551E-04   0.778358E-06
   290   0.428876E+04   0.718932E+01   0.110553E-02   0.111422E+03   0.341619E-07   0.674598E-04   0.788128E-06
   291   0.425694E+04   0.735079E+01   0.109678E-02   0.112087E+03   0.340248E-07   0.668686E-04   0.797859E-06
   292   0.422467E+04   0.751334E+01   0.108794E-02   0.112731E+03   0.338885E-07   0.662816E-04   0.807550E-06
   293   0.419255E+04   0.767662E+01   0.107902E-02   0.113330E+03   0.337531E-07   0.656986E-04   0.817202E-06
   294   0.416013E+04   0.784209E+01   0.107004E-02   0.113907E+03   0.336186E-07   0.651197E-04   0.826815E-06
   295   0.412779E+04   0.800828E+01   0.106099E-02   0.114441E+03   0.334848E-07   0.645447E-04   0.836392E-06
   296   0.409516E+04   0.817668E+01   0.105188E-02   0.114946E+03   0.333519E-07   0.639737E-04   0.845932E-06
   297   0.406245E+04   0.834506E+01   0.104274E-02   0.115421E+03   0.332199E-07   0.634066E-04   0.855435E-06
   298   0.402952E+04   0.851563E+01   0.103355E-02   0.115852E+03   0.330886E-07   0.628432E-04   0.864904E-06
   299   0.399660E+04   0.868768E+01   0.102434E-02   0.116247E+03   0.329581E-07   0.622836E-04   0.874338E-06
   300   0.396352E+04   0.885970E+01   0.101510E-02   0.116606E+03   0.328284E-07   0.617277E-04   0.883737E-06
   301   0.393038E+04   0.903318E+01   0.100585E-02   0.116935E+03   0.326995E-07   0.611755E-04   0.893103E-06
   302   0.389723E+04   0.920739E+01   0.996600E-03   0.117235E+03   0.325713E-07   0.606269E-04   0.902431E-06
   303   0.386402E+04   0.938307E+01   0.987343E-03   0.117492E+03   0.324439E-07   0.600819E-04   0.911715E-06
   304   0.383073E+04   0.956021E+01   0.978090E-03   0.117704E+03   0.323173E-07   0.595406E-04   0.920952E-06
   305   0.379744E+04   0.973734E+01   0.968845E-03   0.117888E+03   0.321914E-07   0.590030E-04   0.930135E-06
   306   0.376407E+04   0.991520E+01   0.959614E-03   0.118034E+03   0.320662E-07   0.584690E-04   0.939261E-06
   307   0.373071E+04   0.100938E+02   0.950401E-03   0.118137E+03   0.319418E-07   0.579386E-04   0.948323E-06
   308   0.369735E+04   0.102746E+02   0.941212E-03   0.118218E+03   0.318182E-07   0.574119E-04   0.957318E-06
   309   0.366407E+04   0.104547E+02   0.932053E-03   0.118248E+03   0.316952E-07   0.568889E-04   0.966240E-06
   310   0.363071E+04   0.106347E+02   0.922927E-03   0.118249E+03   0.315730E-07   0.563696E-04   0.975084E-06
   311   0.359742E+04   0.108170E+02   0.913841E-03   0.118205E+03   0.314515E-07   0.558539E-04   0.983846E-06
   312   0.356421E+04   0.109985E+02   0.904799E-03   0.118133E+03   0.313307E-07   0.553419E-04   0.992520E-06
   313   0.353099E+04   0.111808E+02   0.895807E-03   0.118016E+03   0.312106E-07   0.548336E-04   0.100110E-05
   314   0.349786E+04   0.113638E+02   0.886870E-03   0.117870E+03   0.310913E-07   0.543290E-04   0.100958E-05
   315   0.346479E+04   0.115460E+02   0.877993E-03   0.117680E+03   0.309726E-07   0.538281E-04   0.101797E-05
   316   0.343180E+04   0.117291E+02   0.869181E-03   0.117454E+03   0.308546E-07   0.533308E-04   0.102624E-05
   317   0.339888E+04   0.119113E+02   0.860439E-03   0.117190E+03   0.307373E-07   0.528372E-04   0.103440E-05
   318   0.336603E+04   0.120951E+02   0.851772E-03   0.116890E+03   0.306206E-07   0.523474E-04   0.104244E-05
   319   0.333333E+04   0.122781E+02   0.843187E-03   0.116554E+03   0.305047E-07   0.518612E-04   0.105037E-05
   320   0.330078E+04   0.124611E+02   0.834687E-03   0.116188E+03   0.303894E-07   0.513788E-04   0.105816E-05
   321   0.326830E+04   0.126449E+02   0.826278E-03   0.115778E+03   0.302748E-07   0.509000E-04   0.106582E-05
   322   0.323597E+04   0.128272E+02   0.817965E-03   0.115331E+03   0.301608E-07   0.504250E-04   0.107335E-05
   323   0.320378E+04   0.130096E+02   0.809753E-03   0.114848E+03   0.300475E-07   0.499537E-04   0.108073E-05
   324   0.317174E+04   0.131926E+02   0.801647E-03   0.114320E+03   0.299348E-07   0.494861E-04   0.108797E-05
   325   0.313991E+04   0.133728E+02   0.793654E-03   0.113771E+03   0.298227E-07   0.490222E-04   0.109505E-05
   326   0.310816E+04   0.135544E+02   0.785776E-03   0.113170E+03   0.297113E-07   0.485620E-04   0.110198E-05
   327   0.307663E+04   0.137353E+02   0.778021E-03   0.112539E+03   0.296005E-07   0.481056E-04   0.110874E-05
   328   0.304532E+04   0.139148E+02   0.770393E-03   0.111880E+03   0.294904E-07   0.476529E-04   0.111534E-05
   329   0.301415E+04   0.140942E+02   0.762897E-03   0.111176E+03   0.293808E-07   0.472040E-04   0.112177E-05
   330   0.298321E+04   0.142722E+02   0.755538E-03   0.110435E+03   0.292719E-07   0.467587E-04   0.112802E-05
   331   0.295255E+04   0.144495E+02   0.748322E-03   0.109665E+03   0.291636E-07   0.463173E-04   0.113409E-05
   332   0.292204E+04   0.146268E+02   0.741254E-03   0.108865E+03   0.290559E-07   0.458795E-04   0.113997E-05
   333   0.289175E+04   0.148027E+02   0.734338E-03   0.108029E+03   0.289487E-07   0.454456E-04   0.114566E-05
   334   0.286175E+04   0.149778E+02   0.727580E-03   0.107155E+03   0.288422E-07   0.450153E-04   0.115115E-05
   335   0.283190E+04   0.151508E+02   0.720986E-03   0.106245E+03   0.287362E-07   0.445889E-04   0.115644E-05
   336   0.280234E+04   0.153230E+02   0.714559E-03   0.105306E+03   0.286308E-07   0.441661E-04   0.116153E-05
   337   0.277307E+04   0.154945E+02   0.708306E-03   0.104322E+03   0.285260E-07   0.437472E-04   0.116640E-05
   338   0.274401E+04   0.156639E+02   0.702232E-03   0.103316E+03   0.284218E-07   0.433320E-04   0.117106E-05
   339   0.271532E+04   0.158332E+02   0.696342E-03   0.102273E+03   0.283181E-07   0.429206E-04   0.117550E-05
   340   0.268685E+04   0.160004E+02   0.690640E-03   0.101208E+03   0.282150E-07   0.425130E-04   0.117971E-05
   341   0.265860E+04   0.161654E+02   0.685133E-03   0.100099E+03   0.281124E-07   0.421091E-04   0.118369E-05
   342   0.263071E+04   0.163304E+02   0.679824E-03   0.989601E+02   0.280103E-07   0.417090E-04   0.118743E-05
   343   0.260312E+04   0.164926E+02   0.674720E-03   0.977918E+02   0.279088E-07   0.413127E-04   0.119093E-05
   344   0.257589E+04   0.166532E+02   0.669826E-03   0.965941E+02   0.278079E-07   0.409202E-04   0.119419E-05
   345   0.254887E+04   0.168117E+02   0.665147E-03   0.953667E+02   0.277074E-07   0.405315E-04   0.119720E-05
   346   0.252222E+04   0.169695E+02   0.660687E-03   0.941173E+02   0.276075E-07   0.401466E-04   0.119995E-05
   347   0.249586E+04   0.171244E+02   0.656452E-03   0.928308E+02   0.275081E-07   0.397655E-04   0.120244E-05
   348   0.246986E+04   0.172771E+02   0.652448E-03   0.915148E+02   0.274092E-07   0.393881E-04   0.120466E-05
   349   0.244415E+04   0.174284E+02   0.648678E-03   0.901692E+02   0.273108E-07   0.390146E-04   0.120661E-05
   350   0.241881E+04   0.175767E+02   0.645150E-03   0.888014E+02   0.272129E-07   0.386449E-04   0.120829E-05
   351   0.239398E+04   0.177236E+02   0.641865E-03   0.874041E+02   0.271155E-07   0.382790E-04   0.120969E-05
   352   0.236929E+04   0.178684E+02   0.638818E-03   0.859771E+02   0.270186E-07   0.379168E-04   0.121082E-05
   353   0.234503E+04   0.180102E+02   0.636004E-03   0.845353E+02   0.269222E-07   0.375583E-04   0.121170E-05
   354   0.232107E+04   0.181499E+02   0.633414E-03   0.830564E+02   0.268263E-07   0.372032E-04   0.121235E-05
   355   0.229755E+04   0.182874E+02   0.631042E-03   0.815554E+02   0.267308E-07   0.368516E-04   0.121277E-05
   356   0.227438E+04   0.184227E+02   0.628881E-03   0.800395E+02   0.266359E-07   0.365034E-04   0.121299E-05
   357   0.225159E+04   0.185551E+02   0.626924E-03   0.784939E+02   0.265414E-07   0.361583E-04   0.121302E-05
   358   0.222923E+04   0.186839E+02   0.625163E-03   0.769335E+02   0.264473E-07   0.358165E-04   0.121286E-05
   359   0.220716E+04   0.188104E+02   0.623593E-03   0.753434E+02   0.263538E-07   0.354777E-04   0.121254E-05
   360   0.218554E+04   0.189349E+02   0.622206E-03   0.737347E+02   0.262607E-07   0.351418E-04   0.121208E-05
   361   0.216427E+04   0.190564E+02   0.620995E-03   0.721029E+02   0.261681E-07   0.348088E-04   0.121148E-05
   362   0.214345E+04   0.191750E+02   0.619953E-03   0.704511E+02   0.260759E-07   0.344786E-04   0.121076E-05
   363   0.212299E+04   0.192914E+02   0.619073E-03   0.687814E+02   0.259842E-07   0.341511E-04   0.120993E-05
   364   0.210297E+04   0.194035E+02   0.618349E-03   0.670901E+02   0.258929E-07   0.338262E-04   0.120902E-05
   365   0.208332E+04   0.195134E+02   0.617772E-03   0.653831E+02   0.258021E-07   0.335037E-04   0.120803E-05
   366   0.206410E+04   0.196203E+02   0.617337E-03   0.636575E+02   0.257118E-07   0.331837E-04   0.120698E-05
   367   0.204533E+04   0.197229E+02   0.617036E-03   0.619155E+02   0.256219E-07   0.328659E-04   0.120588E-05
   368   0.202684E+04   0.198234E+02   0.616863E-03   0.601584E+02   0.255324E-07   0.325504E-04   0.120475E-05
   369   0.200895E+04   0.199209E+02   0.616810E-03   0.583842E+02   0.254434E-07   0.322369E-04   0.120360E-05
   370   0.199142E+04   0.200147E+02   0.616871E-03   0.565980E+02   0.253548E-07   0.319255E-04   0.120245E-05
   371   0.197426E+04   0.201050E+02   0.617038E-03   0.547960E+02   0.252667E-07   0.316160E-04   0.120132E-05
   372   0.195754E+04   0.201923E+02   0.617304E-03   0.529828E+02   0.251790E-07   0.313084E-04   0.120021E-05
   373   0.194125E+04   0.202760E+02   0.617664E-03   0.511552E+02   0.250917E-07   0.310024E-04   0.119914E-05
   374   0.192541E+04   0.203567E+02   0.618109E-03   0.493171E+02   0.250048E-07   0.306982E-04   0.119813E-05
   375   0.190994E+04   0.204339E+02   0.618632E-03   0.474683E+02   0.249184E-07   0.303954E-04   0.119718E-05
   376   0.189498E+04   0.205081E+02   0.619227E-03   0.456090E+02   0.248324E-07   0.300941E-04   0.119633E-05
   377   0.188046E+04   0.205779E+02   0.619887E-03   0.437421E+02   0.247468E-07   0.297942E-04   0.119557E-05
   378   0.186631E+04   0.206441E+02   0.620605E-03   0.418645E+02   0.246616E-07   0.294955E-04   0.119493E-05
   379   0.185260E+04   0.207074E+02   0.621374E-03   0.399807E+02   0.245768E-07   0.291980E-04   0.119442E-05
   380   0.183941E+04   0.207678E+02   0.622186E-03   0.380885E+02   0.244924E-07   0.289016E-04   0.119405E-05
   381   0.182658E+04   0.208216E+02   0.623036E-03   0.361908E+02   0.244084E-07   0.286062E-04   0.119384E-05
   382   0.181412E+04   0.208740E+02   0.623915E-03   0.342884E+02   0.243249E-07   0.283116E-04   0.119380E-05
   383   0.180218E+04   0.209220E+02   0.624818E-03   0.323797E+02   0.242417E-07   0.280179E-04   0.119395E-05
   384   0.179075E+04   0.209656E+02   0.625736E-03   0.304686E+02   0.241589E-07   0.277248E-04   0.119431E-05
   385   0.177962E+04   0.210070E+02   0.626664E-03   0.285534E+02   0.240766E-07   0.274323E-04   0.119488E-05
   386   0.176901E+04   0.210441E+02   0.627594E-03   0.266363E+02   0.239946E-07   0.271404E-04   0.119568E-05
   387   0.175876E+04   0.210768E+02   0.628519E-03   0.247175E+02   0.239130E-07   0.268488E-04   0.119673E-05
   388   0.174895E+04   0.211059E+02   0.629432E-03   0.227983E+02   0.238318E-07   0.265576E-04   0.119804E-05
   389   0.173959E+04   0.211291E+02   0.630327E-03   0.208787E+02   0.237509E-07   0.262666E-04   0.119962E-05
   390   0.173067E+04   0.211516E+02   0.631196E-03   0.189610E+02   0.236705E-07   0.259758E-04   0.120150E-05
   391   0.172219E+04   0.211690E+02   0.632032E-03   0.170437E+02   0.235904E-07   0.256850E-04   0.120368E-05
   392   0.171408E+04   0.211842E+02   0.632828E-03   0.151296E+02   0.235107E-07   0.253941E-04   0.120618E-05
   393   0.170649E+04   0.211944E+02   0.633578E-03   0.132181E+02   0.234314E-07   0.251030E-04   0.120901E-05
   394   0.169927E+04   0.212009E+02   0.634275E-03   0.113114E+02   0.233524E-07   0.248118E-04   0.121219E-05
   395   0.169242E+04   0.212030E+02   0.634911E-03   0.940797E+01   0.232738E-07   0.245202E-04   0.121573E-05
   396   0.168608E+04   0.212015E+02   0.635480E-03   0.751135E+01   0.231955E-07   0.242281E-04   0.121966E-05
   397   0.168004E+04   0.211964E+02   0.635974E-03   0.562022E+01   0.231176E-07   0.239355E-04   0.122397E-05
   398   0.167452E+04   0.211868E+02   0.636387E-03   0.373589E+01   0.230401E-07   0.236423E-04   0.122869E-05
   399   0.166937E+04   0.211737E+02   0.636711E-03   0.185921E+01   0.229629E-07   0.233484E-04   0.123384E-05
   400   0.166458E+04   0.211569E+02   0.636941E-03  -0.892755E-02   0.228861E-07   0.230537E-04   0.123942E-05
   401   0.166025E+04   0.211358E+02   0.637069E-03  -0.186795E+01   0.228096E-07   0.227581E-04   0.124544E-05
   402   0.165635E+04   0.211102E+02   0.637097E-03  -0.371693E+01   0.227335E-07   0.224617E-04   0.125189E-05
   403   0.165283E+04   0.210818E+02   0.637025E-03  -0.555530E+01   0.226577E-07   0.221646E-04   0.125874E-05
