#    L    TT             EE             TE             PP             TP          
   321   0.326817E+04   0.126431E+02   0.115774E+03   0.140427E+07   0.867597E+03
   322   0.323584E+04   0.128254E+02   0.115327E+03   0.139901E+07   0.859512E+03
   323   0.320365E+04   0.130078E+02   0.114843E+03   0.139378E+07   0.851490E+03
   324   0.317160E+04   0.131909E+02   0.114316E+03   0.138858E+07   0.843532E+03
   325   0.313978E+04   0.133711E+02   0.113766E+03   0.138341E+07   0.835637E+03
   326   0.310803E+04   0.135527E+02   0.113165E+03   0.137827E+07   0.827804E+03
   327   0.307650E+04   0.137336E+02   0.112534E+03   0.137316E+07   0.820036E+03
   328   0.304518E+04   0.139131E+02   0.111874E+03   0.136807E+07   0.812330E+03
   329   0.301402E+04   0.140926E+02   0.111170E+03   0.136301E+07   0.804688E+03
   330   0.298307E+04   0.142706E+02   0.110429E+03   0.135799E+07   0.797109E+03
   331   0.295241E+04   0.144479E+02   0.109659E+03   0.135298E+07   0.789594E+03
   332   0.292190E+04   0.146253E+02   0.108859E+03   0.134801E+07   0.782142E+03
   333   0.289160E+04   0.148011E+02   0.108023E+03   0.134307E+07   0.774755E+03
   334   0.286160E+04   0.149763E+02   0.107149E+03   0.133815E+07   0.767430E+03
   335   0.283175E+04   0.151493E+02   0.106239E+03   0.133325E+07   0.760170E+03
   336   0.280218E+04   0.153215E+02   0.105299E+03   0.132839E+07   0.752973E+03
   337   0.277291E+04   0.154931E+02   0.104315E+03   0.132355E+07   0.745841E+03
   338   0.274385E+04   0.156624E+02   0.103309E+03   0.131873E+07   0.738772E+03
   339   0.271517E+04   0.158318E+02   0.102267E+03   0.131395E+07   0.731767E+03
   340   0.268669E+04   0.159990E+02   0.101202E+03   0.130918E+07   0.724827E+03
   341   0.265844E+04   0.161641E+02   0.100092E+03   0.130445E+07   0.717950E+03
   342   0.263055E+04   0.163291E+02   0.989537E+02   0.129973E+07   0.711138E+03
   343   0.260295E+04   0.164913E+02   0.977854E+02   0.129505E+07   0.704390E+03
   344   0.257571E+04   0.166520E+02   0.965876E+02   0.129038E+07   0.697707E+03
   345   0.254870E+04   0.168105E+02   0.953603E+02   0.128574E+07   0.691088E+03
   346   0.252204E+04   0.169683E+02   0.941108E+02   0.128113E+07   0.684533E+03
   347   0.249568E+04   0.171232E+02   0.928244E+02   0.127654E+07   0.678043E+03
   348   0.246968E+04   0.172759E+02   0.915084E+02   0.127197E+07   0.671618E+03
   349   0.244397E+04   0.174272E+02   0.901629E+02   0.126742E+07   0.665257E+03
   350   0.241863E+04   0.175755E+02   0.887951E+02   0.126290E+07   0.658961E+03
   351   0.239379E+04   0.177225E+02   0.873978E+02   0.125840E+07   0.652730E+03
   352   0.236910E+04   0.178673E+02   0.859709E+02   0.125392E+07   0.646562E+03
   353   0.234485E+04   0.180091E+02   0.845292E+02   0.124947E+07   0.640455E+03
   354   0.232088E+04   0.181488E+02   0.830504E+02   0.124504E+07   0.634408E+03
   355   0.229736E+04   0.182863E+02   0.815494E+02   0.124063E+07   0.628420E+03
   356   0.227420E+04   0.184216E+02   0.800336E+02   0.123624E+07   0.622489E+03
   357   0.225140E+04   0.185541E+02   0.784882E+02   0.123187E+07   0.616612E+03
   358   0.222904E+04   0.186828E+02   0.769279E+02   0.122753E+07   0.610790E+03
   359   0.220697E+04   0.188094E+02   0.753379E+02   0.122320E+07   0.605019E+03
   360   0.218534E+04   0.189339E+02   0.737293E+02   0.121890E+07   0.599298E+03
   361   0.216408E+04   0.190554E+02   0.720977E+02   0.121462E+07   0.593627E+03
   362   0.214326E+04   0.191740E+02   0.704460E+02   0.121036E+07   0.588002E+03
   363   0.212280E+04   0.192905E+02   0.687764E+02   0.120612E+07   0.582423E+03
   364   0.210278E+04   0.194025E+02   0.670853E+02   0.120191E+07   0.576888E+03
   365   0.208312E+04   0.195124E+02   0.653785E+02   0.119771E+07   0.571395E+03
   366   0.206391E+04   0.196194E+02   0.636530E+02   0.119353E+07   0.565943E+03
   367   0.204513E+04   0.197220E+02   0.619111E+02   0.118938E+07   0.560530E+03
   368   0.202665E+04   0.198224E+02   0.601543E+02   0.118524E+07   0.555155E+03
   369   0.200876E+04   0.199200E+02   0.583802E+02   0.118113E+07   0.549815E+03
   370   0.199123E+04   0.200138E+02   0.565942E+02   0.117703E+07   0.544510E+03
   371   0.197406E+04   0.201041E+02   0.547924E+02   0.117296E+07   0.539237E+03
   372   0.195734E+04   0.201914E+02   0.529793E+02   0.116890E+07   0.533996E+03
   373   0.194106E+04   0.202751E+02   0.511519E+02   0.116487E+07   0.528783E+03
   374   0.192522E+04   0.203559E+02   0.493139E+02   0.116085E+07   0.523599E+03
   375   0.190975E+04   0.204330E+02   0.474654E+02   0.115685E+07   0.518441E+03
   376   0.189479E+04   0.205072E+02   0.456062E+02   0.115288E+07   0.513308E+03
   377   0.188027E+04   0.205771E+02   0.437394E+02   0.114892E+07   0.508197E+03
   378   0.186612E+04   0.206433E+02   0.418620E+02   0.114498E+07   0.503108E+03
   379   0.185242E+04   0.207066E+02   0.399784E+02   0.114106E+07   0.498039E+03
   380   0.183922E+04   0.207670E+02   0.380864E+02   0.113716E+07   0.492988E+03
   381   0.182640E+04   0.208208E+02   0.361889E+02   0.113328E+07   0.487953E+03
   382   0.181394E+04   0.208731E+02   0.342867E+02   0.112941E+07   0.482934E+03
   383   0.180200E+04   0.209211E+02   0.323782E+02   0.112557E+07   0.477928E+03
   384   0.179057E+04   0.209648E+02   0.304672E+02   0.112174E+07   0.472934E+03
   385   0.177944E+04   0.210062E+02   0.285522E+02   0.111793E+07   0.467950E+03
   386   0.176883E+04   0.210433E+02   0.266353E+02   0.111414E+07   0.462974E+03
   387   0.175858E+04   0.210760E+02   0.247166E+02   0.111036E+07   0.458005E+03
   388   0.174878E+04   0.211050E+02   0.227976E+02   0.110661E+07   0.453042E+03
   389   0.173941E+04   0.211282E+02   0.208782E+02   0.110287E+07   0.448083E+03
   390   0.173050E+04   0.211508E+02   0.189606E+02   0.109915E+07   0.443125E+03
   391   0.172202E+04   0.211682E+02   0.170434E+02   0.109544E+07   0.438168E+03
   392   0.171391E+04   0.211834E+02   0.151295E+02   0.109175E+07   0.433210E+03
   393   0.170632E+04   0.211935E+02   0.132182E+02   0.108808E+07   0.428250E+03
   394   0.169910E+04   0.212000E+02   0.113116E+02   0.108443E+07   0.423285E+03
   395   0.169225E+04   0.212022E+02   0.940828E+01   0.108079E+07   0.418314E+03
   396   0.168592E+04   0.212007E+02   0.751179E+01   0.107717E+07   0.413335E+03
   397   0.167988E+04   0.211955E+02   0.562077E+01   0.107357E+07   0.408348E+03
   398   0.167436E+04   0.211860E+02   0.373654E+01   0.106998E+07   0.403349E+03
   399   0.166921E+04   0.211728E+02   0.185997E+01   0.106641E+07   0.398339E+03
   400   0.166443E+04   0.211561E+02  -0.807362E-02   0.106286E+07   0.393314E+03
   401   0.166009E+04   0.211349E+02  -0.186701E+01   0.105932E+07   0.388275E+03
   402   0.165620E+04   0.211094E+02  -0.371591E+01   0.105580E+07   0.383221E+03
   403   0.165268E+04   0.210809E+02  -0.555421E+01   0.105229E+07   0.378156E+03
   404   0.164953E+04   0.210481E+02  -0.738034E+01   0.104880E+07   0.373081E+03
   405   0.164682E+04   0.210110E+02  -0.919511E+01   0.104532E+07   0.367997E+03
   406   0.164441E+04   0.209709E+02  -0.109963E+02   0.104186E+07   0.362907E+03
   407   0.164244E+04   0.209264E+02  -0.127854E+02   0.103842E+07   0.357813E+03
   408   0.164085E+04   0.208783E+02  -0.145580E+02   0.103499E+07   0.352715E+03
   409   0.163970E+04   0.208272E+02  -0.163163E+02   0.103157E+07   0.347616E+03
   410   0.163885E+04   0.207710E+02  -0.180595E+02   0.102817E+07   0.342519E+03
   411   0.163844E+04   0.207120E+02  -0.197855E+02   0.102479E+07   0.337424E+03
   412   0.163833E+04   0.206492E+02  -0.214949E+02   0.102142E+07   0.332333E+03
   413   0.163859E+04   0.205828E+02  -0.231863E+02   0.101807E+07   0.327248E+03
   414   0.163915E+04   0.205127E+02  -0.248598E+02   0.101473E+07   0.322172E+03
   415   0.164016E+04   0.204397E+02  -0.265130E+02   0.101141E+07   0.317105E+03
   416   0.164146E+04   0.203623E+02  -0.281474E+02   0.100810E+07   0.312051E+03
   417   0.164306E+04   0.202820E+02  -0.297624E+02   0.100480E+07   0.307009E+03
   418   0.164504E+04   0.201965E+02  -0.313550E+02   0.100152E+07   0.301983E+03
   419   0.164738E+04   0.201088E+02  -0.329258E+02   0.998259E+06   0.296975E+03
   420   0.165003E+04   0.200182E+02  -0.344750E+02   0.995010E+06   0.291985E+03
   421   0.165304E+04   0.199239E+02  -0.360010E+02   0.991774E+06   0.287016E+03
   422   0.165636E+04   0.198259E+02  -0.375045E+02   0.988553E+06   0.282070E+03
   423   0.165990E+04   0.197242E+02  -0.389834E+02   0.985347E+06   0.277148E+03
   424   0.166374E+04   0.196196E+02  -0.404384E+02   0.982155E+06   0.272252E+03
   425   0.166795E+04   0.195113E+02  -0.418673E+02   0.978977E+06   0.267384E+03
   426   0.167246E+04   0.194008E+02  -0.432707E+02   0.975813E+06   0.262547E+03
   427   0.167720E+04   0.192866E+02  -0.446496E+02   0.972664E+06   0.257740E+03
   428   0.168223E+04   0.191694E+02  -0.460000E+02   0.969528E+06   0.252968E+03
   429   0.168749E+04   0.190493E+02  -0.473237E+02   0.966406E+06   0.248231E+03
   430   0.169313E+04   0.189269E+02  -0.486204E+02   0.963299E+06   0.243531E+03
   431   0.169899E+04   0.188008E+02  -0.498889E+02   0.960205E+06   0.238870E+03
   432   0.170500E+04   0.186718E+02  -0.511297E+02   0.957125E+06   0.234249E+03
   433   0.171139E+04   0.185413E+02  -0.523400E+02   0.954058E+06   0.229672E+03
   434   0.171793E+04   0.184071E+02  -0.535227E+02   0.951005E+06   0.225138E+03
   435   0.172469E+04   0.182714E+02  -0.546755E+02   0.947966E+06   0.220651E+03
   436   0.173176E+04   0.181327E+02  -0.557986E+02   0.944940E+06   0.216212E+03
   437   0.173905E+04   0.179910E+02  -0.568904E+02   0.941928E+06   0.211823E+03
   438   0.174649E+04   0.178471E+02  -0.579509E+02   0.938929E+06   0.207486E+03
   439   0.175424E+04   0.177017E+02  -0.589816E+02   0.935943E+06   0.203202E+03
   440   0.176213E+04   0.175533E+02  -0.599795E+02   0.932970E+06   0.198973E+03
   441   0.177026E+04   0.174026E+02  -0.609470E+02   0.930011E+06   0.194802E+03
   442   0.177846E+04   0.172497E+02  -0.618816E+02   0.927064E+06   0.190689E+03
   443   0.178697E+04   0.170953E+02  -0.627843E+02   0.924131E+06   0.186638E+03
   444   0.179562E+04   0.169394E+02  -0.636534E+02   0.921210E+06   0.182648E+03
   445   0.180443E+04   0.167798E+02  -0.644898E+02   0.918303E+06   0.178724E+03
   446   0.181332E+04   0.166201E+02  -0.652920E+02   0.915408E+06   0.174865E+03
   447   0.182244E+04   0.164589E+02  -0.660622E+02   0.912526E+06   0.171075E+03
   448   0.183164E+04   0.162946E+02  -0.667989E+02   0.909656E+06   0.167354E+03
   449   0.184107E+04   0.161296E+02  -0.675007E+02   0.906799E+06   0.163705E+03
   450   0.185064E+04   0.159639E+02  -0.681697E+02   0.903954E+06   0.160130E+03
   451   0.186030E+04   0.157958E+02  -0.688038E+02   0.901122E+06   0.156630E+03
   452   0.187004E+04   0.156269E+02  -0.694052E+02   0.898303E+06   0.153204E+03
   453   0.188001E+04   0.154573E+02  -0.699715E+02   0.895495E+06   0.149851E+03
   454   0.188998E+04   0.152861E+02  -0.705043E+02   0.892700E+06   0.146571E+03
   455   0.190004E+04   0.151141E+02  -0.710036E+02   0.889917E+06   0.143363E+03
   456   0.191032E+04   0.149406E+02  -0.714626E+02   0.887146E+06   0.140226E+03
   457   0.192053E+04   0.147670E+02  -0.718954E+02   0.884388E+06   0.137158E+03
   458   0.193090E+04   0.145927E+02  -0.722835E+02   0.881641E+06   0.134160E+03
   459   0.194135E+04   0.144182E+02  -0.726424E+02   0.878906E+06   0.131230E+03
   460   0.195187E+04   0.142422E+02  -0.729662E+02   0.876183E+06   0.128367E+03
   461   0.196241E+04   0.140661E+02  -0.732555E+02   0.873472E+06   0.125570E+03
   462   0.197302E+04   0.138892E+02  -0.735045E+02   0.870773E+06   0.122839E+03
   463   0.198364E+04   0.137130E+02  -0.737316E+02   0.868086E+06   0.120173E+03
   464   0.199426E+04   0.135367E+02  -0.739071E+02   0.865410E+06   0.117570E+03
   465   0.200489E+04   0.133603E+02  -0.740608E+02   0.862746E+06   0.115030E+03
   466   0.201561E+04   0.131831E+02  -0.741703E+02   0.860093E+06   0.112552E+03
   467   0.202640E+04   0.130065E+02  -0.742504E+02   0.857452E+06   0.110135E+03
   468   0.203712E+04   0.128306E+02  -0.742938E+02   0.854822E+06   0.107778E+03
   469   0.204785E+04   0.126539E+02  -0.743077E+02   0.852204E+06   0.105480E+03
   470   0.205866E+04   0.124785E+02  -0.742848E+02   0.849597E+06   0.103240E+03
   471   0.206925E+04   0.123045E+02  -0.742251E+02   0.847001E+06   0.101058E+03
   472   0.208000E+04   0.121305E+02  -0.741359E+02   0.844416E+06   0.989329E+02
   473   0.209067E+04   0.119570E+02  -0.740098E+02   0.841843E+06   0.968630E+02
   474   0.210136E+04   0.117850E+02  -0.738541E+02   0.839281E+06   0.948478E+02
   475   0.211205E+04   0.116128E+02  -0.736616E+02   0.836729E+06   0.928864E+02
   476   0.212260E+04   0.114428E+02  -0.734343E+02   0.834189E+06   0.909781E+02
   477   0.213308E+04   0.112733E+02  -0.731819E+02   0.831660E+06   0.891217E+02
   478   0.214356E+04   0.111046E+02  -0.728858E+02   0.829141E+06   0.873165E+02
   479   0.215398E+04   0.109379E+02  -0.725704E+02   0.826633E+06   0.855616E+02
   480   0.216433E+04   0.107725E+02  -0.722166E+02   0.824136E+06   0.838560E+02
   481   0.217461E+04   0.106086E+02  -0.718279E+02   0.821650E+06   0.821989E+02
   482   0.218490E+04   0.104467E+02  -0.714103E+02   0.819174E+06   0.805894E+02
   483   0.219497E+04   0.102862E+02  -0.709659E+02   0.816709E+06   0.790266E+02
   484   0.220490E+04   0.101278E+02  -0.704889E+02   0.814255E+06   0.775095E+02
   485   0.221491E+04   0.997074E+01  -0.699806E+02   0.811810E+06   0.760374E+02
   486   0.222478E+04   0.981651E+01  -0.694434E+02   0.809377E+06   0.746092E+02
   487   0.223450E+04   0.966437E+01  -0.688771E+02   0.806953E+06   0.732241E+02
   488   0.224409E+04   0.951356E+01  -0.682810E+02   0.804540E+06   0.718813E+02
   489   0.225360E+04   0.936558E+01  -0.676566E+02   0.802137E+06   0.705797E+02
   490   0.226305E+04   0.922042E+01  -0.670031E+02   0.799744E+06   0.693186E+02
   491   0.227221E+04   0.907734E+01  -0.663234E+02   0.797362E+06   0.680969E+02
   492   0.228137E+04   0.893707E+01  -0.656168E+02   0.794989E+06   0.669139E+02
   493   0.229039E+04   0.879813E+01  -0.648818E+02   0.792626E+06   0.657687E+02
   494   0.229927E+04   0.866349E+01  -0.641221E+02   0.790273E+06   0.646603E+02
   495   0.230793E+04   0.853091E+01  -0.633362E+02   0.787930E+06   0.635878E+02
   496   0.231645E+04   0.840188E+01  -0.625254E+02   0.785597E+06   0.625503E+02
   497   0.232483E+04   0.827565E+01  -0.616892E+02   0.783274E+06   0.615470E+02
   498   0.233307E+04   0.815148E+01  -0.608304E+02   0.780960E+06   0.605770E+02
   499   0.234124E+04   0.803159E+01  -0.599460E+02   0.778656E+06   0.596393E+02
   500   0.234919E+04   0.791375E+01  -0.590404E+02   0.776362E+06   0.587331E+02
   501   0.235685E+04   0.780019E+01  -0.581122E+02   0.774077E+06   0.578576E+02
   502   0.236452E+04   0.769017E+01  -0.571614E+02   0.771801E+06   0.570123E+02
   503   0.237190E+04   0.758294E+01  -0.561901E+02   0.769535E+06   0.561970E+02
   504   0.237906E+04   0.747924E+01  -0.551968E+02   0.767279E+06   0.554114E+02
   505   0.238623E+04   0.737983E+01  -0.541853E+02   0.765032E+06   0.546552E+02
   506   0.239303E+04   0.728410E+01  -0.531532E+02   0.762794E+06   0.539281E+02
   507   0.239976E+04   0.719177E+01  -0.521029E+02   0.760565E+06   0.532298E+02
   508   0.240621E+04   0.710387E+01  -0.510335E+02   0.758346E+06   0.525600E+02
   509   0.241251E+04   0.701944E+01  -0.499480E+02   0.756135E+06   0.519184E+02
   510   0.241851E+04   0.693915E+01  -0.488456E+02   0.753934E+06   0.513048E+02
   511   0.242445E+04   0.686270E+01  -0.477264E+02   0.751743E+06   0.507188E+02
   512   0.243010E+04   0.679054E+01  -0.465917E+02   0.749560E+06   0.501601E+02
   513   0.243560E+04   0.672244E+01  -0.454430E+02   0.747386E+06   0.496284E+02
   514   0.244089E+04   0.665871E+01  -0.442804E+02   0.745222E+06   0.491235E+02
   515   0.244596E+04   0.659927E+01  -0.431039E+02   0.743066E+06   0.486450E+02
   516   0.245081E+04   0.654420E+01  -0.419147E+02   0.740919E+06   0.481927E+02
   517   0.245537E+04   0.649365E+01  -0.407138E+02   0.738781E+06   0.477662E+02
   518   0.245978E+04   0.644747E+01  -0.395018E+02   0.736653E+06   0.473653E+02
   519   0.246405E+04   0.640588E+01  -0.382780E+02   0.734533E+06   0.469897E+02
   520   0.246802E+04   0.636881E+01  -0.370453E+02   0.732421E+06   0.466391E+02
   521   0.247171E+04   0.633634E+01  -0.358037E+02   0.730319E+06   0.463131E+02
   522   0.247517E+04   0.630868E+01  -0.345532E+02   0.728225E+06   0.460115E+02
   523   0.247849E+04   0.628570E+01  -0.332953E+02   0.726140E+06   0.457340E+02
   524   0.248159E+04   0.626739E+01  -0.320306E+02   0.724064E+06   0.454803E+02
   525   0.248433E+04   0.625390E+01  -0.307584E+02   0.721996E+06   0.452501E+02
   526   0.248691E+04   0.624524E+01  -0.294809E+02   0.719937E+06   0.450432E+02
   527   0.248943E+04   0.624140E+01  -0.281989E+02   0.717886E+06   0.448591E+02
   528   0.249158E+04   0.624239E+01  -0.269138E+02   0.715844E+06   0.446976E+02
   529   0.249351E+04   0.624851E+01  -0.256242E+02   0.713810E+06   0.445585E+02
   530   0.249514E+04   0.625952E+01  -0.243336E+02   0.711785E+06   0.444414E+02
   531   0.249678E+04   0.627537E+01  -0.230391E+02   0.709768E+06   0.443461E+02
   532   0.249798E+04   0.629634E+01  -0.217445E+02   0.707759E+06   0.442722E+02
   533   0.249895E+04   0.632229E+01  -0.204496E+02   0.705759E+06   0.442194E+02
   534   0.249971E+04   0.635330E+01  -0.191553E+02   0.703767E+06   0.441875E+02
   535   0.250024E+04   0.638943E+01  -0.178622E+02   0.701783E+06   0.441761E+02
   536   0.250055E+04   0.643056E+01  -0.165704E+02   0.699808E+06   0.441850E+02
   537   0.250072E+04   0.647673E+01  -0.152812E+02   0.697841E+06   0.442139E+02
   538   0.250052E+04   0.652812E+01  -0.139954E+02   0.695881E+06   0.442625E+02
   539   0.250017E+04   0.658442E+01  -0.127138E+02   0.693930E+06   0.443304E+02
   540   0.249960E+04   0.664608E+01  -0.114371E+02   0.691987E+06   0.444174E+02
   541   0.249873E+04   0.671265E+01  -0.101652E+02   0.690052E+06   0.445232E+02
   542   0.249772E+04   0.678437E+01  -0.890035E+01   0.688125E+06   0.446476E+02
   543   0.249641E+04   0.686129E+01  -0.764211E+01   0.686206E+06   0.447901E+02
   544   0.249495E+04   0.694328E+01  -0.639140E+01   0.684295E+06   0.449505E+02
   545   0.249320E+04   0.703034E+01  -0.514881E+01   0.682392E+06   0.451285E+02
   546   0.249130E+04   0.712224E+01  -0.391536E+01   0.680496E+06   0.453239E+02
   547   0.248910E+04   0.721921E+01  -0.269133E+01   0.678608E+06   0.455362E+02
   548   0.248676E+04   0.732126E+01  -0.147773E+01   0.676728E+06   0.457654E+02
   549   0.248419E+04   0.742837E+01  -0.275252E+00   0.674856E+06   0.460109E+02
   550   0.248141E+04   0.754056E+01   0.915545E+00   0.672992E+06   0.462726E+02
