#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  3807   0.324048E+01  -0.130848E+00   0.586976E-07  -0.130848E+00   0.125344E+00  -0.828664E-09   0.586976E-07  -0.828664E-09   0.342890E-09
  3808   0.323167E+01  -0.131443E+00   0.586790E-07  -0.131443E+00   0.125382E+00  -0.824279E-09   0.586790E-07  -0.824279E-09   0.342624E-09
  3809   0.322302E+01  -0.132058E+00   0.586598E-07  -0.132058E+00   0.125420E+00  -0.819805E-09   0.586598E-07  -0.819805E-09   0.342359E-09
  3810   0.321453E+01  -0.132676E+00   0.586400E-07  -0.132676E+00   0.125444E+00  -0.815244E-09   0.586400E-07  -0.815244E-09   0.342095E-09
  3811   0.320604E+01  -0.133313E+00   0.586196E-07  -0.133313E+00   0.125468E+00  -0.810595E-09   0.586196E-07  -0.810595E-09   0.341830E-09
  3812   0.319770E+01  -0.133954E+00   0.585986E-07  -0.133954E+00   0.125478E+00  -0.805860E-09   0.585986E-07  -0.805860E-09   0.341566E-09
  3813   0.318936E+01  -0.134614E+00   0.585770E-07  -0.134614E+00   0.125495E+00  -0.801041E-09   0.585770E-07  -0.801041E-09   0.341301E-09
  3814   0.318111E+01  -0.135293E+00   0.585549E-07  -0.135293E+00   0.125506E+00  -0.796136E-09   0.585549E-07  -0.796136E-09   0.341037E-09
  3815   0.317301E+01  -0.135968E+00   0.585321E-07  -0.135968E+00   0.125516E+00  -0.791149E-09   0.585321E-07  -0.791149E-09   0.340774E-09
  3816   0.316499E+01  -0.136654E+00   0.585087E-07  -0.136654E+00   0.125520E+00  -0.786079E-09   0.585087E-07  -0.786079E-09   0.340510E-09
  3817   0.315706E+01  -0.137352E+00   0.584847E-07  -0.137352E+00   0.125509E+00  -0.780927E-09   0.584847E-07  -0.780927E-09   0.340247E-09
  3818   0.314920E+01  -0.138053E+00   0.584601E-07  -0.138053E+00   0.125505E+00  -0.775695E-09   0.584601E-07  -0.775695E-09   0.339984E-09
  3819   0.314149E+01  -0.138766E+00   0.584349E-07  -0.138766E+00   0.125487E+00  -0.770383E-09   0.584349E-07  -0.770383E-09   0.339721E-09
  3820   0.313380E+01  -0.139497E+00   0.584091E-07  -0.139497E+00   0.125470E+00  -0.764992E-09   0.584091E-07  -0.764992E-09   0.339458E-09
  3821   0.312626E+01  -0.140217E+00   0.583828E-07  -0.140217E+00   0.125444E+00  -0.759523E-09   0.583828E-07  -0.759523E-09   0.339195E-09
  3822   0.311872E+01  -0.140955E+00   0.583558E-07  -0.140955E+00   0.125419E+00  -0.753977E-09   0.583558E-07  -0.753977E-09   0.338933E-09
  3823   0.311134E+01  -0.141698E+00   0.583282E-07  -0.141698E+00   0.125387E+00  -0.748355E-09   0.583282E-07  -0.748355E-09   0.338671E-09
  3824   0.310397E+01  -0.142443E+00   0.583000E-07  -0.142443E+00   0.125348E+00  -0.742658E-09   0.583000E-07  -0.742658E-09   0.338409E-09
  3825   0.309676E+01  -0.143185E+00   0.582712E-07  -0.143185E+00   0.125301E+00  -0.736887E-09   0.582712E-07  -0.736887E-09   0.338148E-09
  3826   0.308970E+01  -0.143938E+00   0.582418E-07  -0.143938E+00   0.125254E+00  -0.731042E-09   0.582418E-07  -0.731042E-09   0.337886E-09
  3827   0.308258E+01  -0.144701E+00   0.582118E-07  -0.144701E+00   0.125192E+00  -0.725125E-09   0.582118E-07  -0.725125E-09   0.337625E-09
  3828   0.307561E+01  -0.145461E+00   0.581812E-07  -0.145461E+00   0.125131E+00  -0.719136E-09   0.581812E-07  -0.719136E-09   0.337364E-09
  3829   0.306872E+01  -0.146224E+00   0.581499E-07  -0.146224E+00   0.125062E+00  -0.713077E-09   0.581499E-07  -0.713077E-09   0.337103E-09
  3830   0.306199E+01  -0.146990E+00   0.581181E-07  -0.146990E+00   0.124993E+00  -0.706948E-09   0.581181E-07  -0.706948E-09   0.336842E-09
  3831   0.305527E+01  -0.147759E+00   0.580857E-07  -0.147759E+00   0.124916E+00  -0.700750E-09   0.580857E-07  -0.700750E-09   0.336582E-09
  3832   0.304864E+01  -0.148525E+00   0.580527E-07  -0.148525E+00   0.124832E+00  -0.694484E-09   0.580527E-07  -0.694484E-09   0.336322E-09
  3833   0.304209E+01  -0.149294E+00   0.580190E-07  -0.149294E+00   0.124733E+00  -0.688152E-09   0.580190E-07  -0.688152E-09   0.336062E-09
  3834   0.303569E+01  -0.150066E+00   0.579848E-07  -0.150066E+00   0.124642E+00  -0.681753E-09   0.579848E-07  -0.681753E-09   0.335802E-09
  3835   0.302931E+01  -0.150833E+00   0.579500E-07  -0.150833E+00   0.124543E+00  -0.675289E-09   0.579500E-07  -0.675289E-09   0.335543E-09
  3836   0.302300E+01  -0.151604E+00   0.579145E-07  -0.151604E+00   0.124436E+00  -0.668761E-09   0.579145E-07  -0.668761E-09   0.335283E-09
  3837   0.301679E+01  -0.152371E+00   0.578785E-07  -0.152371E+00   0.124322E+00  -0.662169E-09   0.578785E-07  -0.662169E-09   0.335024E-09
  3838   0.301065E+01  -0.153140E+00   0.578418E-07  -0.153140E+00   0.124200E+00  -0.655515E-09   0.578418E-07  -0.655515E-09   0.334765E-09
  3839   0.300461E+01  -0.153913E+00   0.578046E-07  -0.153913E+00   0.124078E+00  -0.648800E-09   0.578046E-07  -0.648800E-09   0.334506E-09
  3840   0.299864E+01  -0.154674E+00   0.577667E-07  -0.154674E+00   0.123940E+00  -0.642023E-09   0.577667E-07  -0.642023E-09   0.334248E-09
  3841   0.299276E+01  -0.155438E+00   0.577282E-07  -0.155438E+00   0.123810E+00  -0.635188E-09   0.577282E-07  -0.635188E-09   0.333990E-09
  3842   0.298697E+01  -0.156197E+00   0.576891E-07  -0.156197E+00   0.123665E+00  -0.628293E-09   0.576891E-07  -0.628293E-09   0.333732E-09
  3843   0.298119E+01  -0.156944E+00   0.576494E-07  -0.156944E+00   0.123512E+00  -0.621341E-09   0.576494E-07  -0.621341E-09   0.333474E-09
  3844   0.297549E+01  -0.157702E+00   0.576091E-07  -0.157702E+00   0.123359E+00  -0.614331E-09   0.576091E-07  -0.614331E-09   0.333216E-09
  3845   0.296996E+01  -0.158447E+00   0.575682E-07  -0.158447E+00   0.123205E+00  -0.607266E-09   0.575682E-07  -0.607266E-09   0.332958E-09
  3846   0.296436E+01  -0.159181E+00   0.575267E-07  -0.159181E+00   0.123029E+00  -0.600145E-09   0.575267E-07  -0.600145E-09   0.332701E-09
  3847   0.295884E+01  -0.159925E+00   0.574846E-07  -0.159925E+00   0.122860E+00  -0.592970E-09   0.574846E-07  -0.592970E-09   0.332444E-09
  3848   0.295349E+01  -0.160649E+00   0.574419E-07  -0.160649E+00   0.122683E+00  -0.585742E-09   0.574419E-07  -0.585742E-09   0.332187E-09
  3849   0.294815E+01  -0.161368E+00   0.573986E-07  -0.161368E+00   0.122490E+00  -0.578462E-09   0.573986E-07  -0.578462E-09   0.331931E-09
  3850   0.294290E+01  -0.162083E+00   0.573546E-07  -0.162083E+00   0.122298E+00  -0.571130E-09   0.573546E-07  -0.571130E-09   0.331674E-09
  3851   0.293773E+01  -0.162793E+00   0.573101E-07  -0.162793E+00   0.122097E+00  -0.563747E-09   0.573101E-07  -0.563747E-09   0.331418E-09
  3852   0.293258E+01  -0.163498E+00   0.572649E-07  -0.163498E+00   0.121896E+00  -0.556315E-09   0.572649E-07  -0.556315E-09   0.331162E-09
  3853   0.292758E+01  -0.164183E+00   0.572192E-07  -0.164183E+00   0.121687E+00  -0.548835E-09   0.572192E-07  -0.548835E-09   0.330906E-09
  3854   0.292260E+01  -0.164871E+00   0.571728E-07  -0.164871E+00   0.121447E+00  -0.541307E-09   0.571728E-07  -0.541307E-09   0.330650E-09
  3855   0.291764E+01  -0.165546E+00   0.571259E-07  -0.165546E+00   0.121230E+00  -0.533733E-09   0.571259E-07  -0.533733E-09   0.330395E-09
  3856   0.291276E+01  -0.166209E+00   0.570783E-07  -0.166209E+00   0.121004E+00  -0.526115E-09   0.570783E-07  -0.526115E-09   0.330140E-09
  3857   0.290803E+01  -0.166866E+00   0.570302E-07  -0.166866E+00   0.120763E+00  -0.518452E-09   0.570302E-07  -0.518452E-09   0.329885E-09
  3858   0.290325E+01  -0.167525E+00   0.569816E-07  -0.167525E+00   0.120522E+00  -0.510746E-09   0.569816E-07  -0.510746E-09   0.329630E-09
  3859   0.289856E+01  -0.168165E+00   0.569323E-07  -0.168165E+00   0.120273E+00  -0.502999E-09   0.569323E-07  -0.502999E-09   0.329375E-09
  3860   0.289395E+01  -0.168791E+00   0.568825E-07  -0.168791E+00   0.120045E+00  -0.495212E-09   0.568825E-07  -0.495212E-09   0.329121E-09
  3861   0.288935E+01  -0.169412E+00   0.568322E-07  -0.169412E+00   0.119787E+00  -0.487384E-09   0.568322E-07  -0.487384E-09   0.328867E-09
  3862   0.288491E+01  -0.170020E+00   0.567812E-07  -0.170020E+00   0.119521E+00  -0.479519E-09   0.567812E-07  -0.479519E-09   0.328613E-09
  3863   0.288041E+01  -0.170615E+00   0.567298E-07  -0.170615E+00   0.119255E+00  -0.471616E-09   0.567298E-07  -0.471616E-09   0.328359E-09
  3864   0.287600E+01  -0.171196E+00   0.566777E-07  -0.171196E+00   0.118980E+00  -0.463677E-09   0.566777E-07  -0.463677E-09   0.328105E-09
  3865   0.287160E+01  -0.171765E+00   0.566252E-07  -0.171765E+00   0.118698E+00  -0.455703E-09   0.566252E-07  -0.455703E-09   0.327852E-09
  3866   0.286729E+01  -0.172320E+00   0.565721E-07  -0.172320E+00   0.118422E+00  -0.447695E-09   0.565721E-07  -0.447695E-09   0.327599E-09
  3867   0.286299E+01  -0.172862E+00   0.565185E-07  -0.172862E+00   0.118131E+00  -0.439655E-09   0.565185E-07  -0.439655E-09   0.327346E-09
  3868   0.285877E+01  -0.173398E+00   0.564643E-07  -0.173398E+00   0.117839E+00  -0.431582E-09   0.564643E-07  -0.431582E-09   0.327093E-09
  3869   0.285456E+01  -0.173913E+00   0.564096E-07  -0.173913E+00   0.117532E+00  -0.423479E-09   0.564096E-07  -0.423479E-09   0.326840E-09
  3870   0.285045E+01  -0.174414E+00   0.563545E-07  -0.174414E+00   0.117224E+00  -0.415347E-09   0.563545E-07  -0.415347E-09   0.326588E-09
  3871   0.284641E+01  -0.174902E+00   0.562988E-07  -0.174902E+00   0.116916E+00  -0.407186E-09   0.562988E-07  -0.407186E-09   0.326336E-09
  3872   0.284232E+01  -0.175376E+00   0.562426E-07  -0.175376E+00   0.116591E+00  -0.398998E-09   0.562426E-07  -0.398998E-09   0.326084E-09
  3873   0.283824E+01  -0.175837E+00   0.561859E-07  -0.175837E+00   0.116267E+00  -0.390784E-09   0.561859E-07  -0.390784E-09   0.325832E-09
  3874   0.283424E+01  -0.176283E+00   0.561287E-07  -0.176283E+00   0.115941E+00  -0.382545E-09   0.561287E-07  -0.382545E-09   0.325580E-09
  3875   0.283033E+01  -0.176716E+00   0.560710E-07  -0.176716E+00   0.115630E+00  -0.374282E-09   0.560710E-07  -0.374282E-09   0.325329E-09
  3876   0.282635E+01  -0.177134E+00   0.560128E-07  -0.177134E+00   0.115289E+00  -0.365996E-09   0.560128E-07  -0.365996E-09   0.325078E-09
  3877   0.282254E+01  -0.177532E+00   0.559541E-07  -0.177532E+00   0.114946E+00  -0.357689E-09   0.559541E-07  -0.357689E-09   0.324827E-09
  3878   0.281866E+01  -0.177907E+00   0.558950E-07  -0.177907E+00   0.114596E+00  -0.349360E-09   0.558950E-07  -0.349360E-09   0.324576E-09
  3879   0.281487E+01  -0.178276E+00   0.558354E-07  -0.178276E+00   0.114252E+00  -0.341013E-09   0.558354E-07  -0.341013E-09   0.324326E-09
  3880   0.281109E+01  -0.178623E+00   0.557753E-07  -0.178623E+00   0.113893E+00  -0.332647E-09   0.557753E-07  -0.332647E-09   0.324075E-09
  3881   0.280732E+01  -0.178956E+00   0.557148E-07  -0.178956E+00   0.113511E+00  -0.324264E-09   0.557148E-07  -0.324264E-09   0.323825E-09
  3882   0.280348E+01  -0.179275E+00   0.556538E-07  -0.179275E+00   0.113150E+00  -0.315865E-09   0.556538E-07  -0.315865E-09   0.323575E-09
  3883   0.279981E+01  -0.179571E+00   0.555923E-07  -0.179571E+00   0.112767E+00  -0.307450E-09   0.555923E-07  -0.307450E-09   0.323325E-09
  3884   0.279615E+01  -0.179853E+00   0.555304E-07  -0.179853E+00   0.112397E+00  -0.299022E-09   0.555304E-07  -0.299022E-09   0.323076E-09
  3885   0.279250E+01  -0.180128E+00   0.554681E-07  -0.180128E+00   0.112012E+00  -0.290581E-09   0.554681E-07  -0.290581E-09   0.322826E-09
  3886   0.278886E+01  -0.180374E+00   0.554053E-07  -0.180374E+00   0.111633E+00  -0.282128E-09   0.554053E-07  -0.282128E-09   0.322577E-09
  3887   0.278523E+01  -0.180597E+00   0.553421E-07  -0.180597E+00   0.111246E+00  -0.273665E-09   0.553421E-07  -0.273665E-09   0.322328E-09
  3888   0.278161E+01  -0.180813E+00   0.552785E-07  -0.180813E+00   0.110859E+00  -0.265192E-09   0.552785E-07  -0.265192E-09   0.322079E-09
  3889   0.277808E+01  -0.181014E+00   0.552144E-07  -0.181014E+00   0.110441E+00  -0.256711E-09   0.552144E-07  -0.256711E-09   0.321831E-09
  3890   0.277455E+01  -0.181185E+00   0.551500E-07  -0.181185E+00   0.110059E+00  -0.248223E-09   0.551500E-07  -0.248223E-09   0.321583E-09
  3891   0.277097E+01  -0.181348E+00   0.550851E-07  -0.181348E+00   0.109654E+00  -0.239729E-09   0.550851E-07  -0.239729E-09   0.321334E-09
  3892   0.276739E+01  -0.181489E+00   0.550198E-07  -0.181489E+00   0.109249E+00  -0.231229E-09   0.550198E-07  -0.231229E-09   0.321086E-09
  3893   0.276390E+01  -0.181615E+00   0.549541E-07  -0.181615E+00   0.108842E+00  -0.222726E-09   0.549541E-07  -0.222726E-09   0.320839E-09
  3894   0.276035E+01  -0.181719E+00   0.548880E-07  -0.181719E+00   0.108428E+00  -0.214220E-09   0.548880E-07  -0.214220E-09   0.320591E-09
  3895   0.275673E+01  -0.181799E+00   0.548215E-07  -0.181799E+00   0.108012E+00  -0.205712E-09   0.548215E-07  -0.205712E-09   0.320344E-09
  3896   0.275327E+01  -0.181872E+00   0.547546E-07  -0.181872E+00   0.107588E+00  -0.197203E-09   0.547546E-07  -0.197203E-09   0.320096E-09
  3897   0.274975E+01  -0.181907E+00   0.546874E-07  -0.181907E+00   0.107171E+00  -0.188695E-09   0.546874E-07  -0.188695E-09   0.319849E-09
  3898   0.274631E+01  -0.181933E+00   0.546197E-07  -0.181933E+00   0.106745E+00  -0.180189E-09   0.546197E-07  -0.180189E-09   0.319603E-09
  3899   0.274274E+01  -0.181945E+00   0.545517E-07  -0.181945E+00   0.106312E+00  -0.171686E-09   0.545517E-07  -0.171686E-09   0.319356E-09
  3900   0.273932E+01  -0.181933E+00   0.544833E-07  -0.181933E+00   0.105877E+00  -0.163186E-09   0.544833E-07  -0.163186E-09   0.319110E-09
  3901   0.273584E+01  -0.181905E+00   0.544146E-07  -0.181905E+00   0.105441E+00  -0.154692E-09   0.544146E-07  -0.154692E-09   0.318863E-09
  3902   0.273229E+01  -0.181854E+00   0.543455E-07  -0.181854E+00   0.104997E+00  -0.146203E-09   0.543455E-07  -0.146203E-09   0.318617E-09
  3903   0.272883E+01  -0.181788E+00   0.542760E-07  -0.181788E+00   0.104552E+00  -0.137721E-09   0.542760E-07  -0.137721E-09   0.318372E-09
  3904   0.272531E+01  -0.181720E+00   0.542062E-07  -0.181720E+00   0.104114E+00  -0.129247E-09   0.542062E-07  -0.129247E-09   0.318126E-09
  3905   0.272194E+01  -0.181615E+00   0.541360E-07  -0.181615E+00   0.103645E+00  -0.120781E-09   0.541360E-07  -0.120781E-09   0.317881E-09
  3906   0.271843E+01  -0.181493E+00   0.540655E-07  -0.181493E+00   0.103198E+00  -0.112325E-09   0.540655E-07  -0.112325E-09   0.317635E-09
  3907   0.271493E+01  -0.181341E+00   0.539946E-07  -0.181341E+00   0.102765E+00  -0.103880E-09   0.539946E-07  -0.103880E-09   0.317390E-09
  3908   0.271144E+01  -0.181157E+00   0.539235E-07  -0.181157E+00   0.102308E+00  -0.954463E-10   0.539235E-07  -0.954463E-10   0.317145E-09
  3909   0.270789E+01  -0.180980E+00   0.538519E-07  -0.180980E+00   0.101858E+00  -0.870249E-10   0.538519E-07  -0.870249E-10   0.316901E-09
  3910   0.270457E+01  -0.180780E+00   0.537801E-07  -0.180780E+00   0.101400E+00  -0.786167E-10   0.537801E-07  -0.786167E-10   0.316656E-09
  3911   0.270103E+01  -0.180548E+00   0.537079E-07  -0.180548E+00   0.100941E+00  -0.702228E-10   0.537079E-07  -0.702228E-10   0.316412E-09
  3912   0.269750E+01  -0.180315E+00   0.536354E-07  -0.180315E+00   0.100482E+00  -0.618440E-10   0.536354E-07  -0.618440E-10   0.316168E-09
  3913   0.269383E+01  -0.180059E+00   0.535626E-07  -0.180059E+00   0.100014E+00  -0.534813E-10   0.535626E-07  -0.534813E-10   0.315924E-09
  3914   0.269024E+01  -0.179786E+00   0.534895E-07  -0.179786E+00   0.995524E-01  -0.451356E-10   0.534895E-07  -0.451356E-10   0.315681E-09
  3915   0.268665E+01  -0.179475E+00   0.534160E-07  -0.179475E+00   0.990829E-01  -0.368079E-10   0.534160E-07  -0.368079E-10   0.315437E-09
  3916   0.268293E+01  -0.179170E+00   0.533423E-07  -0.179170E+00   0.986201E-01  -0.284990E-10   0.533423E-07  -0.284990E-10   0.315194E-09
  3917   0.267936E+01  -0.178833E+00   0.532682E-07  -0.178833E+00   0.981566E-01  -0.202098E-10   0.532682E-07  -0.202098E-10   0.314951E-09
  3918   0.267565E+01  -0.178480E+00   0.531939E-07  -0.178480E+00   0.976848E-01  -0.119414E-10   0.531939E-07  -0.119414E-10   0.314708E-09
  3919   0.267203E+01  -0.178111E+00   0.531192E-07  -0.178111E+00   0.972197E-01  -0.369463E-11   0.531192E-07  -0.369463E-11   0.314465E-09
  3920   0.266833E+01  -0.177725E+00   0.530443E-07  -0.177725E+00   0.967465E-01   0.452960E-11   0.530443E-07   0.452960E-11   0.314223E-09
  3921   0.266464E+01  -0.177323E+00   0.529691E-07  -0.177323E+00   0.962726E-01   0.127304E-10   0.529691E-07   0.127304E-10   0.313980E-09
  3922   0.266088E+01  -0.176897E+00   0.528936E-07  -0.176897E+00   0.958054E-01   0.209067E-10   0.528936E-07   0.209067E-10   0.313738E-09
  3923   0.265720E+01  -0.176454E+00   0.528178E-07  -0.176454E+00   0.953300E-01   0.290577E-10   0.528178E-07   0.290577E-10   0.313496E-09
  3924   0.265345E+01  -0.175994E+00   0.527417E-07  -0.175994E+00   0.948540E-01   0.371825E-10   0.527417E-07   0.371825E-10   0.313255E-09
  3925   0.264956E+01  -0.175518E+00   0.526654E-07  -0.175518E+00   0.943921E-01   0.452801E-10   0.526654E-07   0.452801E-10   0.313013E-09
  3926   0.264582E+01  -0.175017E+00   0.525888E-07  -0.175017E+00   0.939147E-01   0.533496E-10   0.525888E-07   0.533496E-10   0.312772E-09
  3927   0.264194E+01  -0.174500E+00   0.525120E-07  -0.174500E+00   0.934440E-01   0.613900E-10   0.525120E-07   0.613900E-10   0.312530E-09
  3928   0.263799E+01  -0.173974E+00   0.524349E-07  -0.173974E+00   0.929653E-01   0.694005E-10   0.524349E-07   0.694005E-10   0.312290E-09
  3929   0.263419E+01  -0.173423E+00   0.523575E-07  -0.173423E+00   0.924933E-01   0.773802E-10   0.523575E-07   0.773802E-10   0.312049E-09
  3930   0.263025E+01  -0.172862E+00   0.522799E-07  -0.172862E+00   0.920207E-01   0.853280E-10   0.522799E-07   0.853280E-10   0.311808E-09
  3931   0.262624E+01  -0.172278E+00   0.522020E-07  -0.172278E+00   0.915474E-01   0.932431E-10   0.522020E-07   0.932431E-10   0.311568E-09
  3932   0.262230E+01  -0.171676E+00   0.521239E-07  -0.171676E+00   0.910736E-01   0.101125E-09   0.521239E-07   0.101125E-09   0.311328E-09
  3933   0.261822E+01  -0.171065E+00   0.520455E-07  -0.171065E+00   0.905991E-01   0.108971E-09   0.520455E-07   0.108971E-09   0.311088E-09
  3934   0.261415E+01  -0.170437E+00   0.519669E-07  -0.170437E+00   0.901314E-01   0.116783E-09   0.519669E-07   0.116783E-09   0.310848E-09
  3935   0.261015E+01  -0.169784E+00   0.518881E-07  -0.169784E+00   0.896557E-01   0.124558E-09   0.518881E-07   0.124558E-09   0.310608E-09
  3936   0.260608E+01  -0.169129E+00   0.518091E-07  -0.169129E+00   0.891868E-01   0.132295E-09   0.518091E-07   0.132295E-09   0.310369E-09
  3937   0.260179E+01  -0.168456E+00   0.517298E-07  -0.168456E+00   0.887248E-01   0.139995E-09   0.517298E-07   0.139995E-09   0.310129E-09
  3938   0.259765E+01  -0.167737E+00   0.516503E-07  -0.167737E+00   0.882547E-01   0.147655E-09   0.516503E-07   0.147655E-09   0.309890E-09
  3939   0.259337E+01  -0.167031E+00   0.515706E-07  -0.167031E+00   0.877841E-01   0.155275E-09   0.515706E-07   0.155275E-09   0.309651E-09
  3940   0.258908E+01  -0.166321E+00   0.514907E-07  -0.166321E+00   0.873204E-01   0.162854E-09   0.514907E-07   0.162854E-09   0.309413E-09
  3941   0.258480E+01  -0.165587E+00   0.514105E-07  -0.165587E+00   0.868635E-01   0.170391E-09   0.514105E-07   0.170391E-09   0.309174E-09
  3942   0.258052E+01  -0.164836E+00   0.513302E-07  -0.164836E+00   0.863987E-01   0.177885E-09   0.513302E-07   0.177885E-09   0.308936E-09
  3943   0.257610E+01  -0.164067E+00   0.512496E-07  -0.164067E+00   0.859407E-01   0.185335E-09   0.512496E-07   0.185335E-09   0.308698E-09
  3944   0.257160E+01  -0.163289E+00   0.511689E-07  -0.163289E+00   0.854748E-01   0.192741E-09   0.511689E-07   0.192741E-09   0.308460E-09
  3945   0.256717E+01  -0.162492E+00   0.510880E-07  -0.162492E+00   0.850159E-01   0.200100E-09   0.510880E-07   0.200100E-09   0.308222E-09
  3946   0.256260E+01  -0.161686E+00   0.510068E-07  -0.161686E+00   0.845638E-01   0.207414E-09   0.510068E-07   0.207414E-09   0.307985E-09
  3947   0.255811E+01  -0.160862E+00   0.509255E-07  -0.160862E+00   0.841112E-01   0.214679E-09   0.509255E-07   0.214679E-09   0.307747E-09
  3948   0.255354E+01  -0.160021E+00   0.508441E-07  -0.160021E+00   0.836582E-01   0.221897E-09   0.508441E-07   0.221897E-09   0.307510E-09
  3949   0.254882E+01  -0.159176E+00   0.507624E-07  -0.159176E+00   0.832046E-01   0.229065E-09   0.507624E-07   0.229065E-09   0.307273E-09
